id,explanation_label,num_chunk_facts,num_expl_facts,tp,fp,fn,precision,recall,f1
5a83195a55429954d2e2ec1a,correct,2,2,0,2,2,0.0,0.0,0.0
5a83195a55429954d2e2ec1a,incomplete,2,2,0,2,2,0.0,0.0,0.0
5a83195a55429954d2e2ec1a,incorrect,2,2,0,2,2,0.0,0.0,0.0
5ac39f2a554299391541382d,correct,3,3,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
5ac39f2a554299391541382d,incomplete,3,0,0,0,3,0.0,0.0,0.0
5ac39f2a554299391541382d,incorrect,3,2,0,2,3,0.0,0.0,0.0
5abca3065542993a06baf93a,correct,2,4,0,4,2,0.0,0.0,0.0
5abca3065542993a06baf93a,incomplete,2,2,0,2,2,0.0,0.0,0.0
5abca3065542993a06baf93a,incorrect,2,2,0,2,2,0.0,0.0,0.0
5a7cbe2555429907fabef019,correct,4,3,3,0,1,1.0,0.75,0.8571428571428571
5a7cbe2555429907fabef019,incomplete,4,0,0,0,4,0.0,0.0,0.0
5a7cbe2555429907fabef019,incorrect,4,2,0,2,4,0.0,0.0,0.0
5adf8f045542993344016d0a,correct,2,2,0,2,2,0.0,0.0,0.0
5adf8f045542993344016d0a,incomplete,2,2,0,2,2,0.0,0.0,0.0
5adf8f045542993344016d0a,incorrect,2,2,0,2,2,0.0,0.0,0.0
5a8d10705542994ba4e3dbd5,correct,6,3,1,2,5,0.3333333333333333,0.16666666666666666,0.2222222222222222
5a8d10705542994ba4e3dbd5,incomplete,6,2,0,2,6,0.0,0.0,0.0
5a8d10705542994ba4e3dbd5,incorrect,6,1,0,1,6,0.0,0.0,0.0
5a8737b05542996432c5723a,correct,1,4,0,4,1,0.0,0.0,0.0
5a8737b05542996432c5723a,incomplete,1,3,0,3,1,0.0,0.0,0.0
5a8737b05542996432c5723a,incorrect,1,2,0,2,1,0.0,0.0,0.0
5ae7bf615542993210983f30,correct,3,3,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
5ae7bf615542993210983f30,incomplete,3,0,0,0,3,0.0,0.0,0.0
5ae7bf615542993210983f30,incorrect,3,3,0,3,3,0.0,0.0,0.0
5a8393a35542996488c2e461,correct,2,3,0,3,2,0.0,0.0,0.0
5a8393a35542996488c2e461,incomplete,2,1,0,1,2,0.0,0.0,0.0
5a8393a35542996488c2e461,incorrect,2,2,0,2,2,0.0,0.0,0.0
5ae3e35c5542992e3233c4a2,correct,6,3,0,3,6,0.0,0.0,0.0
5ae3e35c5542992e3233c4a2,incomplete,6,0,0,0,6,0.0,0.0,0.0
5ae3e35c5542992e3233c4a2,incorrect,6,3,0,3,6,0.0,0.0,0.0
5ade127f55429939a52fe7eb,correct,2,2,0,2,2,0.0,0.0,0.0
5ade127f55429939a52fe7eb,incomplete,2,2,0,2,2,0.0,0.0,0.0
5ade127f55429939a52fe7eb,incorrect,2,2,2,0,0,1.0,1.0,1.0
5ae4c60d55429960a22e01d8,correct,2,2,0,2,2,0.0,0.0,0.0
5ae4c60d55429960a22e01d8,incomplete,2,3,1,2,1,0.3333333333333333,0.5,0.4
5ae4c60d55429960a22e01d8,incorrect,2,2,0,2,2,0.0,0.0,0.0
5ac2540a5542996366519979,correct,3,3,0,3,3,0.0,0.0,0.0
5ac2540a5542996366519979,incomplete,3,4,0,4,3,0.0,0.0,0.0
5ac2540a5542996366519979,incorrect,3,1,0,1,3,0.0,0.0,0.0
5a80aa1e554299485f598691,correct,2,2,1,1,1,0.5,0.5,0.5
5a80aa1e554299485f598691,incomplete,2,2,0,2,2,0.0,0.0,0.0
5a80aa1e554299485f598691,incorrect,2,2,0,2,2,0.0,0.0,0.0
5a7329765542994cef4bc486,correct,4,4,0,4,4,0.0,0.0,0.0
5a7329765542994cef4bc486,incomplete,4,4,0,4,4,0.0,0.0,0.0
5a7329765542994cef4bc486,incorrect,4,2,0,2,4,0.0,0.0,0.0
5a848c305542992a431d1a50,correct,2,3,0,3,2,0.0,0.0,0.0
5a848c305542992a431d1a50,incomplete,2,2,0,2,2,0.0,0.0,0.0
5a848c305542992a431d1a50,incorrect,2,2,0,2,2,0.0,0.0,0.0
5ae0ccd855429924de1b7179,correct,1,1,0,1,1,0.0,0.0,0.0
5ae0ccd855429924de1b7179,incomplete,1,2,0,2,1,0.0,0.0,0.0
5ae0ccd855429924de1b7179,incorrect,1,1,0,1,1,0.0,0.0,0.0
5a7a547055429941d65f25b4,correct,6,3,1,2,5,0.3333333333333333,0.16666666666666666,0.2222222222222222
5a7a547055429941d65f25b4,incomplete,6,2,0,2,6,0.0,0.0,0.0
5a7a547055429941d65f25b4,incorrect,6,1,0,1,6,0.0,0.0,0.0
5a8a26a5554299515336135a,correct,6,3,1,2,5,0.3333333333333333,0.16666666666666666,0.2222222222222222
5a8a26a5554299515336135a,incomplete,6,3,0,3,6,0.0,0.0,0.0
5a8a26a5554299515336135a,incorrect,6,2,0,2,6,0.0,0.0,0.0
5a8f23c755429918e830d19e,correct,8,4,0,4,8,0.0,0.0,0.0
5a8f23c755429918e830d19e,incomplete,8,4,0,4,8,0.0,0.0,0.0
5a8f23c755429918e830d19e,incorrect,8,4,0,4,8,0.0,0.0,0.0
5ae221ef5542994d89d5b365,correct,2,2,0,2,2,0.0,0.0,0.0
5ae221ef5542994d89d5b365,incomplete,2,2,1,1,1,0.5,0.5,0.5
5ae221ef5542994d89d5b365,incorrect,2,2,0,2,2,0.0,0.0,0.0
5ac00c475542997d642959b2,correct,0,8,0,8,0,0.0,0.0,0.0
5ac00c475542997d642959b2,incomplete,0,2,0,2,0,0.0,0.0,0.0
5ac00c475542997d642959b2,incorrect,0,2,0,2,0,0.0,0.0,0.0
5ab579c8554299494045efee,correct,3,3,0,3,3,0.0,0.0,0.0
5ab579c8554299494045efee,incomplete,3,2,0,2,3,0.0,0.0,0.0
5ab579c8554299494045efee,incorrect,3,2,0,2,3,0.0,0.0,0.0
5adcf6a35542992c1e3a24db,correct,4,2,0,2,4,0.0,0.0,0.0
5adcf6a35542992c1e3a24db,incomplete,4,2,0,2,4,0.0,0.0,0.0
5adcf6a35542992c1e3a24db,incorrect,4,2,0,2,4,0.0,0.0,0.0
5ae4be4055429960a22e019a,correct,3,1,0,1,3,0.0,0.0,0.0
5ae4be4055429960a22e019a,incomplete,3,6,0,6,3,0.0,0.0,0.0
5ae4be4055429960a22e019a,incorrect,3,0,0,0,3,0.0,0.0,0.0
5abfdef35542997ec76fd464,correct,3,3,0,3,3,0.0,0.0,0.0
5abfdef35542997ec76fd464,incomplete,3,2,0,2,3,0.0,0.0,0.0
5abfdef35542997ec76fd464,incorrect,3,2,0,2,3,0.0,0.0,0.0
5a728d235542992359bc30ec,correct,3,2,0,2,3,0.0,0.0,0.0
5a728d235542992359bc30ec,incomplete,3,3,0,3,3,0.0,0.0,0.0
5a728d235542992359bc30ec,incorrect,3,3,0,3,3,0.0,0.0,0.0
5a7320b15542994cef4bc46b,correct,2,2,0,2,2,0.0,0.0,0.0
5a7320b15542994cef4bc46b,incomplete,2,1,0,1,2,0.0,0.0,0.0
5a7320b15542994cef4bc46b,incorrect,2,2,0,2,2,0.0,0.0,0.0
5ae2ad0d5542996483e64a3a,correct,2,2,0,2,2,0.0,0.0,0.0
5ae2ad0d5542996483e64a3a,incomplete,2,2,0,2,2,0.0,0.0,0.0
5ae2ad0d5542996483e64a3a,incorrect,2,2,0,2,2,0.0,0.0,0.0
5ade490b554299728e26c6b4,correct,2,3,0,3,2,0.0,0.0,0.0
5ade490b554299728e26c6b4,incomplete,2,0,0,0,2,0.0,0.0,0.0
5ade490b554299728e26c6b4,incorrect,2,2,0,2,2,0.0,0.0,0.0
5ade29c05542997c77aded89,correct,2,4,0,4,2,0.0,0.0,0.0
5ade29c05542997c77aded89,incomplete,2,0,0,0,2,0.0,0.0,0.0
5ade29c05542997c77aded89,incorrect,2,2,0,2,2,0.0,0.0,0.0
5a732d4455429901807dafa7,correct,2,2,1,1,1,0.5,0.5,0.5
5a732d4455429901807dafa7,incomplete,2,2,0,2,2,0.0,0.0,0.0
5a732d4455429901807dafa7,incorrect,2,2,0,2,2,0.0,0.0,0.0
5a824a79554299676cceb24c,correct,4,6,0,6,4,0.0,0.0,0.0
5a824a79554299676cceb24c,incomplete,4,2,0,2,4,0.0,0.0,0.0
5a824a79554299676cceb24c,incorrect,4,3,0,3,4,0.0,0.0,0.0
5a8e04d65542995085b3737c,correct,4,2,0,2,4,0.0,0.0,0.0
5a8e04d65542995085b3737c,incomplete,4,1,0,1,4,0.0,0.0,0.0
5a8e04d65542995085b3737c,incorrect,4,1,0,1,4,0.0,0.0,0.0
5ab32386554299194fa93573,correct,5,2,1,1,4,0.5,0.2,0.28571428571428575
5ab32386554299194fa93573,incomplete,5,2,0,2,5,0.0,0.0,0.0
5ab32386554299194fa93573,incorrect,5,2,0,2,5,0.0,0.0,0.0
5ab4ff815542991779162d46,correct,2,0,0,0,2,0.0,0.0,0.0
5ab4ff815542991779162d46,incomplete,2,2,0,2,2,0.0,0.0,0.0
5ab4ff815542991779162d46,incorrect,2,2,0,2,2,0.0,0.0,0.0
5a7cf3ef55429907fabef05c,correct,2,2,0,2,2,0.0,0.0,0.0
5a7cf3ef55429907fabef05c,incomplete,2,1,0,1,2,0.0,0.0,0.0
5a7cf3ef55429907fabef05c,incorrect,2,2,0,2,2,0.0,0.0,0.0
5a76aa855542993735360142,correct,5,4,0,4,5,0.0,0.0,0.0
5a76aa855542993735360142,incomplete,5,3,0,3,5,0.0,0.0,0.0
5a76aa855542993735360142,incorrect,5,2,0,2,5,0.0,0.0,0.0
5a90c15255429916514e7559,correct,3,2,0,2,3,0.0,0.0,0.0
